"time","new.core.id","depth_bottom","sample.type","interval","pool_label","id","species","d15n","n_pct","d13c","c_pct","total_volume_cm3","depth_top","sample.type2","g_core"
"t0","SA14",20,"fine roots","15_20","fine roots 20cm","SA14-fine roots 20cm","SA",1.334694048,0.00492,-12.51411902,0.406556012,392.699,15,"fine roots",0.1182
"t2","SA02",20,"fine roots","15_20","fine roots 20cm","SA02-fine roots 20cm","SA",NA,NA,NA,NA,392.699,15,"fine roots",0.0128
"t0","SA14",20,"rhizomes","15_20","rhizomes 20cm","SA14-rhizomes 20cm","SA",3.661277462,0.00208,-14.4575768,0.238864181,392.699,15,"rhizomes",0.0644
"t0","SA14",30,"coarse roots","20_30","coarse roots 30cm","SA14-coarse roots 30cm","SA",0.521480413,0.00869,-12.92970851,0.378168926,785.398,20,"coarse roots",0.3758
"t2","SA02",30,"coarse roots","20_30","coarse roots 30cm","SA02-coarse roots 30cm","SA",4.326483413,0.009439039,-13.06609097,0.397445041,785.398,20,"coarse roots",0.0248
"t4","SA01",30,"coarse roots","20_30","coarse roots 30cm","SA01-coarse roots 30cm","SA",11.12920268,0.004976201,-12.14798403,0.296198618,785.398,20,"coarse roots",0.024
"t0","SA14",30,"dead biomass","20_30","dead biomass 30cm","SA14-dead biomass 30cm","SA",1.461727039,0.01256,-13.16807126,0.357702745,785.398,20,"dead biomass",29.8988
"t2","SA02",30,"dead biomass","20_30","dead biomass 30cm","SA02-dead biomass 30cm","SA",4.048257876,0.013081071,-12.875425535,0.3780871895,785.398,20,"dead biomass",14.866
"t0","SA14",30,"fine roots","20_30","fine roots 30cm","SA14-fine roots 30cm","SA",1.216464685,0.0063,-12.13389896,0.404115082,785.398,20,"fine roots",0.3014
"t2","SA02",30,"fine roots","20_30","fine roots 30cm","SA02-fine roots 30cm","SA",NA,NA,NA,NA,785.398,20,"fine roots",0.0068
"t0","SA14",30,"rhizomes","20_30","rhizomes 30cm","SA14-rhizomes 30cm","SA",0.324212689,0.00647,-13.20799021,0.360978133,785.398,20,"rhizomes",0.8596
"t2","SA02",30,"rhizomes","20_30","rhizomes 30cm","SA02-rhizomes 30cm","SA",3.941107018,0.00588676,-13.30290981,0.368132788,785.398,20,"rhizomes",0.1228
"t1","SA03",NA,"dead leaf","above","dead leaf","SA03-dead leaf","SA",263.7370936,0.011114011,-14.54480115,0.292113949,NA,NA,"dead leaf",0.1654
"t1","SA03",NA,"decomp layer","above","decomp layer","SA03-decomp layer","SA",302.0761271,0.010210006,-17.21952492,0.221869377,NA,NA,"decomp layer",1.0207
"t1","SA03",NA,"leaf 1","above","leaf 1","SA03-leaf 1","SA",4865.312878,0.024606719,-17.32516063,0.32910081,NA,NA,"leaf",0.1235
"t1","SA03",NA,"leaf 2","above","leaf 2","SA03-leaf 2","SA",3118.276535,0.02146,-15.04497775,0.362924799,NA,NA,"leaf",0.2439
"t1","SA03",NA,"leaf 3","above","leaf 3","SA03-leaf 3","SA",1754.004201,0.02107,-15.0743842,0.348349898,NA,NA,"leaf",0.0714
"t1","SA03",NA,"leaf 4","above","leaf 4","SA03-leaf 4","SA",NA,NA,NA,NA,NA,NA,"leaf",0.0047
"t1","SA03",NA,"microbe mat","above","microbe mat","SA03-microbe mat","SA",239.6272053,0.015719053,-20.79833752,0.176418211,NA,NA,"microbe mat",1.6005
"t1","SA03",NA,"standing dead","above","standing dead","SA03-standing dead","SA",230.2848104,0.006584038,-16.39616597,0.279510058,NA,NA,"standing dead",0.3349
"t1","SA03",NA,"stems","above","stems","SA03-stems","SA",5128.628095,0.01374,-14.58184231,0.339263725,NA,NA,"stems",0.4488
"t1","SA03",2,"belowground stems","0_2","belowground stems","SA03-belowground stems","SA",5298.63,0.01499,-14.3081739,0.276904296,157.08,0,"stems",0.0697
"t0","SA15",2,"coarse roots","0_2","coarse roots 2cm","SA15-coarse roots 2cm","SA",1.387159044,0.00654,-13.64978809,0.354141142,157.08,0,"coarse roots",0.258
"t1","SA03",2,"coarse roots","0_2","coarse roots 2cm","SA03-coarse roots 2cm","SA",2238.51,0.00805,-14.42262272,0.327748068,157.08,0,"coarse roots",0.3946
"t0","SA15",2,"dead biomass","0_2","dead biomass 2cm","SA15-dead biomass 2cm","SA",2.680284862,0.01762,-14.13994443,0.613656485,157.08,0,"dead biomass",7.436
"t1","SA03",2,"dead biomass","0_2","dead biomass 2cm","SA03-dead biomass 2cm","SA",545.063663,0.01757,-15.20543904,0.315719167,157.08,0,"dead biomass",5.75
"t0","SA15",2,"fine roots","0_2","fine roots 2cm","SA15-fine roots 2cm","SA",1.837252928,0.00765,-13.53729538,0.354793394,157.08,0,"fine roots",1.0372
"t1","SA03",2,"fine roots","0_2","fine roots 2cm","SA03-fine roots 2cm","SA",2725.57,0.01131,-13.95797882,0.268525714,157.08,0,"fine roots",0.7406
"t0","SA15",2,"rhizomes","0_2","rhizomes 2cm","SA15-rhizomes 2cm","SA",1.660236382,0.00965,-13.74373025,0.331051257,157.08,0,"rhizomes",0.892
"t0","SA15",5,"coarse roots","2_5","coarse roots 5cm","SA15-coarse roots 5cm","SA",1.991582515,0.00408,-13.90819691,0.328123776,235.619,2,"coarse roots",0.2586
"t1","SA03",5,"coarse roots","2_5","coarse roots 5cm","SA03-coarse roots 5cm","SA",455.2962606,0.00567,-14.75041787,0.348049207,235.619,2,"coarse roots",1.8844
"t0","SA15",5,"dead biomass","2_5","dead biomass 5cm","SA15-dead biomass 5cm","SA",3.652669755,0.00967,-14.66709051,0.37523183,235.619,2,"dead biomass",16.854
"t1","SA03",5,"dead biomass","2_5","dead biomass 5cm","SA03-dead biomass 5cm","SA",130.2569192,0.01299,-15.01828961,0.354370148,235.619,2,"dead biomass",20.362
"t0","SA15",5,"fine roots","2_5","fine roots 5cm","SA15-fine roots 5cm","SA",1.118972666,0.00451,-13.49443212,0.359313556,235.619,2,"fine roots",0.3992
"t1","SA03",5,"fine roots","2_5","fine roots 5cm","SA03-fine roots 5cm","SA",1873.49,0.00736,-14.13551701,0.335451128,235.619,2,"fine roots",0.6106
"t0","SA15",5,"rhizomes","2_5","rhizomes 5cm","SA15-rhizomes 5cm","SA",1.389702206,0.00501,-13.94896429,0.356945457,235.619,2,"rhizomes",0.8618
"t1","SA03",5,"rhizomes","2_5","rhizomes 5cm","SA03-rhizomes 5cm","SA",1451.598495,0.01139,-14.65386932,3.446397928,235.619,2,"rhizomes",0.5396
"t0","SA15",10,"coarse roots","5_10","coarse roots 10cm","SA15-coarse roots 10cm","SA",2.207886929,0.00477,-13.55749566,0.312376604,392.699,5,"coarse roots",0.1318
"t1","SA03",10,"coarse roots","5_10","coarse roots 10cm","SA03-coarse roots 10cm","SA",59.92090832,0.00542,-17.25908117,0.366901517,392.699,5,"coarse roots",0.1376
"t0","SA15",10,"dead biomass","5_10","dead biomass 10cm","SA15-dead biomass 10cm","SA",3.233791286,0.00741,-13.77413314,0.353985166,392.699,5,"dead biomass",21.856
"t1","SA03",10,"dead biomass","5_10","dead biomass 10cm","SA03-dead biomass 10cm","SA",20.61372066,0.01145,-14.44407125,0.3603357,392.699,5,"dead biomass",13.466
"t0","SA15",10,"fine roots","5_10","fine roots 10cm","SA15-fine roots 10cm","SA",1.500404512,0.00588,-13.44896247,0.33168297,392.699,5,"fine roots",0.2278
"t1","SA03",10,"fine roots","5_10","fine roots 10cm","SA03-fine roots 10cm","SA",1488.329451,0.01225,-14.35356779,0.354600102,392.699,5,"fine roots",0.0756
"t0","SA15",10,"rhizomes","5_10","rhizomes 10cm","SA15-rhizomes 10cm","SA",2.302951491,0.00411,-14.07646502,0.322542192,392.699,5,"rhizomes",0.966
"t1","SA03",10,"rhizomes","5_10","rhizomes 10cm","SA03-rhizomes 10cm","SA",52.45589114,0.00388,-14.53227049,0.335081674,392.699,5,"rhizomes",0.3452
"t0","SA15",15,"coarse roots","10_15","coarse roots 15cm","SA15-coarse roots 15cm","SA",1.616058559,0.00815,-13.20832039,0.30566101,392.699,10,"coarse roots",0.0536
"t1","SA03",15,"coarse roots","10_15","coarse roots 15cm","SA03-coarse roots 15cm","SA",12.99760103,0.00479,-14.60716747,0.335260575,392.699,10,"coarse roots",0.0998
"t0","SA15",15,"dead biomass","10_15","dead biomass 15cm","SA15-dead biomass 15cm","SA",2.709522889,0.0099,-13.26977266,0.37449787,392.699,10,"dead biomass",18.9654
"t1","SA03",15,"dead biomass","10_15","dead biomass 15cm","SA03-dead biomass 15cm","SA",14.58001256,0.01299,-14.25222535,0.330982008,392.699,10,"dead biomass",24.056
"t0","SA15",15,"fine roots","10_15","fine roots 15cm","SA15-fine roots 15cm","SA",1.642908822,0.00725,-12.97363246,0.342568094,392.699,10,"fine roots",0.0726
"t1","SA03",15,"fine roots","10_15","fine roots 15cm","SA03-fine roots 15cm","SA",19.67914633,0.00442,-14.42152685,0.308842538,392.699,10,"fine roots",0.0312
"t0","SA13",10,"dead biomass","5_10","dead biomass 10cm","SA13-dead biomass 10cm","SA",5.588172174,0.012010103,-14.10711529,0.327934968,392.699,5,"dead biomass",23.93
"t1","SA03",15,"rhizomes","10_15","rhizomes 15cm","SA03-rhizomes 15cm","SA",24.16182348,0.005992654,-14.1837202,0.343633627,392.699,10,"rhizomes",0.4304
"t0","SA15",20,"coarse roots","15_20","coarse roots 20cm","SA15-coarse roots 20cm","SA",1.92376160533333,0.00897119566666667,-12.8205990866667,0.327050108,392.699,15,"coarse roots",0.062
"t1","SA03",20,"coarse roots","15_20","coarse roots 20cm","SA03-coarse roots 20cm","SA",2.430222101,0.00902,-14.71840883,0.372446588,392.699,15,"coarse roots",0.0042
"t0","SA15",20,"dead biomass","15_20","dead biomass 20cm","SA15-dead biomass 20cm","SA",2.343622103,0.00872,-12.81699265,0.384487438,392.699,15,"dead biomass",14.198
"t1","SA03",20,"dead biomass","15_20","dead biomass 20cm","SA03-dead biomass 20cm","SA",4.507564522,0.01438,-13.89779441,0.363000451,392.699,15,"dead biomass",18.022
"t0","SA15",20,"fine roots","15_20","fine roots 20cm","SA15-fine roots 20cm","SA",1.08082126,0.00758,-13.13019291,0.346661534,392.699,15,"fine roots",0.0356
"t1","SA03",20,"fine roots","15_20","fine roots 20cm","SA03-fine roots 20cm","SA",NA,NA,NA,NA,392.699,15,"fine roots",0.002
"t0","SA13",15,"bulk sediment","10_15","bulk sediment 15cm","SA13-bulk sediment 15cm","SA",4.854010536,0.008284577,-16.75657293,0.108355492,392.699,10,"bulk sediment",30.85
"t1","SA03",20,"rhizomes","15_20","rhizomes 20cm","SA03-rhizomes 20cm","SA",2.979141027,0.00707,-13.75170622,0.347637627,392.699,15,"rhizomes",0.0076
"t0","SA15",30,"coarse roots","20_30","coarse roots 30cm","SA15-coarse roots 30cm","SA",1.594340067,0.0181,-12.66875447,0.634198426,785.398,20,"coarse roots",0.0144
"t1","SA03",30,"coarse roots","20_30","coarse roots 30cm","SA03-coarse roots 30cm","SA",NA,NA,NA,NA,785.398,20,"coarse roots",0.0282
"t0","SA15",30,"dead biomass","20_30","dead biomass 30cm","SA15-dead biomass 30cm","SA",2.850762554,0.011502646,-13.19860281,0.342483809,785.398,20,"dead biomass",28.4726
"t0","SA13",15,"dead biomass","10_15","dead biomass 15cm","SA13-dead biomass 15cm","SA",3.616445422,0.01329,-14.05460408,0.338463661,392.699,10,"dead biomass",30.12
"t0","SA15",30,"fine roots","20_30","fine roots 30cm","SA15-fine roots 30cm","SA",3.365519689,0.00784011,-11.73885548,0.398910507,785.398,20,"fine roots",0.0474
"t1","SA03",30,"fine roots","20_30","fine roots 30cm","SA03-fine roots 30cm","SA",152.3207497,0.007694163,-15.57508143,0.43044461,785.398,20,"fine roots",0.0086
"t0","SA15",30,"rhizomes","20_30","rhizomes 30cm","SA15-rhizomes 30cm","SA",0.017282833,0.00673,-13.02988014,0.338263916,785.398,20,"rhizomes",0.2
"t3","SA04",NA,"dead leaf","above","dead leaf","SA04-dead leaf","SA",667.1838096,0.00806869,-14.61934635,0.314278945,NA,NA,"dead leaf",0.1234
"t3","SA04",NA,"decomp layer","above","decomp layer","SA04-decomp layer","SA",970.8511245,0.011021688,-14.96688439,0.226950518,NA,NA,"decomp layer",0.1931
"t3","SA04",NA,"leaf 1","above","leaf 1","SA04-leaf 1","SA",3949.567026,0.02348742,-14.93188618,0.372139421,NA,NA,"leaf",0.1334
"t3","SA04",NA,"leaf 2","above","leaf 2","SA04-leaf 2","SA",4264.229896,0.020594584,-14.76939692,0.358090568,NA,NA,"leaf",0.3327
"t3","SA04",NA,"leaf 3","above","leaf 3","SA04-leaf 3","SA",3754.400859,0.019184916,-14.89689308,0.368477647,NA,NA,"leaf",0.2863
"t3","SA04",NA,"leaf 4","above","leaf 4","SA04-leaf 4","SA",4890.409758,0.019557115,-15.22419354,0.322758614,NA,NA,"leaf",0.0581
"t3","SA04",NA,"microbe mat","above","microbe mat","SA04-microbe mat","SA",933.3383125,0.01904638,-17.90184941,0.206449013,NA,NA,"microbe mat",2.5243
"t3","SA04",NA,"standing dead","above","standing dead","SA04-standing dead","SA",375.4188329,0.01031648,-14.34851766,0.320923022,NA,NA,"standing dead",0.3771
"t3","SA04",NA,"stems","above","stems","SA04-stems","SA",4165.935906,0.013494956,-14.38927423,0.345217467,NA,NA,"stems",0.506
"t3","SA04",2,"coarse roots","0_2","coarse roots 2cm","SA04-coarse roots 2cm","SA",1936.988898,0.007373265,-14.74823178,0.344959034,157.08,0,"coarse roots",1.0366
"t3","SA04",2,"dead biomass","0_2","dead biomass 2cm","SA04-dead biomass 2cm","SA",673.3277907,0.009284798,-14.469069,0.391897121,157.08,0,"dead biomass",11.876
"t3","SA04",2,"fine roots","0_2","fine roots 2cm","SA04-fine roots 2cm","SA",3475.867458,0.009386691,-14.21805445,0.347627678,157.08,0,"fine roots",0.561
"t3","SA04",2,"rhizomes","0_2","rhizomes 2cm","SA04-rhizomes 2cm","SA",2685.620631,0.009384701,-14.64037074,0.346463927,157.08,0,"rhizomes",1.3598
"t3","SA04",5,"coarse roots","2_5","coarse roots 5cm","SA04-coarse roots 5cm","SA",238.7880994,0.005699843,-14.91047525,0.354296327,235.619,2,"coarse roots",0.544
"t3","SA04",5,"dead biomass","2_5","dead biomass 5cm","SA04-dead biomass 5cm","SA",49.95838225,0.009356068,-14.66386789,0.382985538,235.619,2,"dead biomass",11.998
"t3","SA04",5,"fine roots","2_5","fine roots 5cm","SA04-fine roots 5cm","SA",784.7168769,0.007788554,-14.36778555,0.337330263,235.619,2,"fine roots",0.2294
"t3","SA04",5,"rhizomes","2_5","rhizomes 5cm","SA04-rhizomes 5cm","SA",284.0148883,0.005247119,-14.68529493,0.321608934,235.619,2,"rhizomes",0.7944
"t3","SA04",10,"coarse roots","5_10","coarse roots 10cm","SA04-coarse roots 10cm","SA",75.74986545,0.005004261,-14.86225701,0.32762873,392.699,5,"coarse roots",0.1486
"t3","SA04",10,"dead biomass","5_10","dead biomass 10cm","SA04-dead biomass 10cm","SA",37.37822074,0.010957513,-14.6170553,0.347521934,392.699,5,"dead biomass",27.41
"t3","SA04",10,"fine roots","5_10","fine roots 10cm","SA04-fine roots 10cm","SA",1638.10685,0.011567561,-14.40614258,0.32921722,392.699,5,"fine roots",0.0828
"t3","SA04",10,"rhizomes","5_10","rhizomes 10cm","SA04-rhizomes 10cm","SA",38.06687385,0.005367256,-14.78911754,0.34431152,392.699,5,"rhizomes",0.855
"t3","SA04",15,"coarse roots","10_15","coarse roots 15cm","SA04-coarse roots 15cm","SA",NA,NA,NA,NA,392.699,10,"coarse roots",0.0154
"t3","SA04",15,"dead biomass","10_15","dead biomass 15cm","SA04-dead biomass 15cm","SA",5.594605261,0.011445168,-14.24800371,0.355075067,392.699,10,"dead biomass",20.494
"t3","SA04",15,"fine roots","10_15","fine roots 15cm","SA04-fine roots 15cm","SA",184.03189569,0.008165706,-14.30186754,0.3048015265,392.699,10,"fine roots",0.0306
"t3","SA04",15,"rhizomes","10_15","rhizomes 15cm","SA04-rhizomes 15cm","SA",11.95157268,0.004972654,-14.52389713,0.3440332,392.699,10,"rhizomes",0.5014
"t3","SA04",20,"dead biomass","15_20","dead biomass 20cm","SA04-dead biomass 20cm","SA",3.88602645,0.010387638,-13.59740964,0.39050785,392.699,15,"dead biomass",16.83
"t3","SA04",20,"fine roots","15_20","fine roots 20cm","SA04-fine roots 20cm","SA",180.1060373,0.004469935,-12.16769892,0.448136977,392.699,15,"fine roots",0.0058
"t3","SA04",30,"coarse roots","20_30","coarse roots 30cm","SA04-coarse roots 30cm","SA",5.053189514,0.006514233,-13.05223513,0.334762179,785.398,20,"coarse roots",0.1046
"t3","SA04",30,"dead biomass","20_30","dead biomass 30cm","SA04-dead biomass 30cm","SA",3.497750546,0.014062087,-13.40256988,0.378579341,785.398,20,"dead biomass",30.096
"t3","SA04",30,"fine roots","20_30","fine roots 30cm","SA04-fine roots 30cm","SA",1112.148382,0.011968699,-13.57179738,0.405880859,785.398,20,"fine roots",0.0116
"t3","SA04",30,"rhizomes","20_30","rhizomes 30cm","SA04-rhizomes 30cm","SA",8.933250244,0.007739082,-13.07109615,0.35057534,785.398,20,"rhizomes",0.4044
"t1","SA05",NA,"dead leaf","above","dead leaf","SA05-dead leaf","SA",759.0193439,0.00698,-14.74389777,0.318219699,NA,NA,"dead leaf",0.2244
"t1","SA05",NA,"decomp layer","above","decomp layer","SA05-decomp layer","SA",365.350248,0.01209,-15.29709444,0.252288925,NA,NA,"decomp layer",0.5517
"t1","SA05",NA,"leaf 1","above","leaf 1","SA05-leaf 1","SA",5529.787396,0.02243,-14.9336903,0.36634503,NA,NA,"leaf",0.1817
"t1","SA05",NA,"leaf 2","above","leaf 2","SA05-leaf 2","SA",2711.13614,0.01862,-14.68228548,0.353622801,NA,NA,"leaf",0.375
"t1","SA05",NA,"leaf 3","above","leaf 3","SA05-leaf 3","SA",1030.887076,0.01683,-14.84419929,0.34521384,NA,NA,"leaf",0.1375
"t1","SA05",NA,"microbe mat","above","microbe mat","SA05-microbe mat","SA",246.2452636,0.01807,-17.47033937,0.200422535,NA,NA,"microbe mat",1.7384
"t1","SA05",NA,"standing dead","above","standing dead","SA05-standing dead","SA",15.54410199,0.00943,-14.79037665,0.26727985,NA,NA,"standing dead",0.0822
"t1","SA05",NA,"stems","above","stems","SA05-stems","SA",6824.448771,0.01337,-14.52058374,0.336766863,NA,NA,"stems",0.4285
"t1","SA05",2,"belowground stems","0_2","belowground stems","SA05-belowground stems","SA",6535.400757,0.01513,-14.1341716,0.310032097,157.08,0,"stems",0.0697
"t1","SA05",2,"coarse roots","0_2","coarse roots 2cm","SA05-coarse roots 2cm","SA",1875.800962,0.00804,-14.51831577,0.33780665,157.08,0,"coarse roots",0.5538
"t1","SA05",2,"dead biomass","0_2","dead biomass 2cm","SA05-dead biomass 2cm","SA",252.0189976,0.01317,-14.67390301,0.380735503,157.08,0,"dead biomass",2.692
"t1","SA05",2,"fine roots","0_2","fine roots 2cm","SA05-fine roots 2cm","SA",1921.275069,0.01328,-14.01661289,0.338276627,157.08,0,"fine roots",0.4904
"t1","SA05",5,"coarse roots","2_5","coarse roots 5cm","SA05-coarse roots 5cm","SA",1222.088914,0.00677,-14.49285653,0.341359856,235.619,2,"coarse roots",0.7768
"t1","SA05",5,"dead biomass","2_5","dead biomass 5cm","SA05-dead biomass 5cm","SA",178.3873044,0.01101,-14.74905522,0.353223798,235.619,2,"dead biomass",19.81
"t1","SA05",5,"fine roots","2_5","fine roots 5cm","SA05-fine roots 5cm","SA",2180.32886,0.00827,-14.08544906,0.344224341,235.619,2,"fine roots",0.5574
"t1","SA05",5,"rhizomes","2_5","rhizomes 5cm","SA05-rhizomes 5cm","SA",2162.76796,0.00825,-14.43458626,0.364961061,235.619,2,"rhizomes",0.9952
"t1","SA05",10,"coarse roots","5_10","coarse roots 10cm","SA05-coarse roots 10cm","SA",86.9609093,0.00432,-14.51157981,0.347132164,392.699,5,"coarse roots",0.1596
"t1","SA05",10,"dead biomass","5_10","dead biomass 10cm","SA05-dead biomass 10cm","SA",30.57874133,0.01136,-14.54468288,0.361846347,392.699,5,"dead biomass",20.282
"t1","SA05",10,"fine roots","5_10","fine roots 10cm","SA05-fine roots 10cm","SA",46.41226306,0.00498,-14.51862075,0.356996914,392.699,5,"fine roots",0.727
"t1","SA05",15,"coarse roots","10_15","coarse roots 15cm","SA05-coarse roots 15cm","SA",591.4329422,0.00489,-14.59292291,0.321898979,392.699,10,"coarse roots",0.124
"t1","SA05",15,"dead biomass","10_15","dead biomass 15cm","SA05-dead biomass 15cm","SA",11.24150343,0.01302,-14.35247986,0.340653757,392.699,10,"dead biomass",15.774
"t1","SA05",15,"fine roots","10_15","fine roots 15cm","SA05-fine roots 15cm","SA",3654.680557,0.01259,-14.07166269,0.32289884,392.699,10,"fine roots",0.1028
"t1","SA05",15,"rhizomes","10_15","rhizomes 15cm","SA05-rhizomes 15cm","SA",28.08515796,0.00536,-14.38729959,0.315747148,392.699,10,"rhizomes",0.7318
"t1","SA05",20,"dead biomass","15_20","dead biomass 20cm","SA05-dead biomass 20cm","SA",5.380360446,0.01349,-13.79240921,0.375723188,392.699,15,"dead biomass",20.506
"t1","SA05",20,"fine roots","15_20","fine roots 20cm","SA05-fine roots 20cm","SA",NA,NA,NA,NA,392.699,15,"fine roots",0.0138
"t1","SA05",30,"coarse roots","20_30","coarse roots 30cm","SA05-coarse roots 30cm","SA",3.077093014,0.00858,-13.52286837,0.39681858,785.398,20,"coarse roots",0.321
"t1","SA05",30,"dead biomass","20_30","dead biomass 30cm","SA05-dead biomass 30cm","SA",7.439936816,0.01611,-13.5067429,0.383820539,785.398,20,"dead biomass",34.998
"t1","SA05",30,"fine roots","20_30","fine roots 30cm","SA05-fine roots 30cm","SA",9.172380059,0.01053,-13.38394738,0.407716405,785.398,20,"fine roots",0.141
"t1","SA05",30,"rhizomes","20_30","rhizomes 30cm","SA05-rhizomes 30cm","SA",3.255662664,0.00812,-13.44243082,0.37659638,785.398,20,"rhizomes",1.2146
"t4","SA06",NA,"dead leaf","above","dead leaf","SA06-dead leaf","SA",425.9825504,0.009023614,-14.87988042,0.294363823,NA,NA,"dead leaf",0.1942
"t4","SA06",NA,"decomp layer","above","decomp layer","SA06-decomp layer","SA",278.0870099,0.01005222,-14.85489297,0.219421415,NA,NA,"decomp layer",1.0807
"t4","SA06",NA,"leaf 1","above","leaf 1","SA06-leaf 1","SA",3181.066038,0.021585895,-14.88025021,0.363186935,NA,NA,"leaf",0.0914
"t4","SA06",NA,"leaf 2","above","leaf 2","SA06-leaf 2","SA",3351.137184,0.020578088,-15.14840719,0.350341863,NA,NA,"leaf",0.2617
"t4","SA06",NA,"leaf 3","above","leaf 3","SA06-leaf 3","SA",3075.49221,0.018325844,-15.28300181,0.339638489,NA,NA,"leaf",0.2764
"t4","SA06",NA,"leaf 4","above","leaf 4","SA06-leaf 4","SA",3666.624334,0.015902106,-15.07647127,0.340179675,NA,NA,"leaf",0.1531
"t4","SA06",NA,"leaf 5","above","leaf 5","SA06-leaf 5","SA",1194.412289,0.013119605,-15.32261509,0.369585512,NA,NA,"leaf",0.0144
"t4","SA06",NA,"leaf 6","above","leaf 6","SA06-leaf 6","SA",1849.626413,0.012416255,-14.90559686,0.285459455,NA,NA,"leaf",0.0338
"t4","SA06",NA,"microbe mat","above","microbe mat","SA06-microbe mat","SA",198.5800392,0.015544071,-17.47913781,0.167944853,NA,NA,"microbe mat",3.3295
"t4","SA06",NA,"standing dead","above","standing dead","SA06-standing dead","SA",131.9990403,0.009026551,-14.63399144,0.271988073,NA,NA,"standing dead",0.6005
"t4","SA06",NA,"stems","above","stems","SA06-stems","SA",2606.270636,0.015433461,-14.60937674,0.299661123,NA,NA,"stems",0.3957
"t4","SA06",2,"coarse roots","0_2","coarse roots 2cm","SA06-coarse roots 2cm","SA",1585.196182,0.012229376,-14.42775938,0.315941915,157.08,0,"coarse roots",0.328
"t4","SA06",2,"dead biomass","0_2","dead biomass 2cm","SA06-dead biomass 2cm","SA",270.3100131,0.009697021,-14.51180064,0.340280487,157.08,0,"dead biomass",4.19
"t0","SA13",30,"bulk sediment","20_30","bulk sediment 30cm","SA13-bulk sediment 30cm","SA",1.870675401,0.0133,-15.12560374,0.173283373,785.398,20,"bulk sediment",172.96
"t4","SA06",2,"rhizomes","0_2","rhizomes 2cm","SA06-rhizomes 2cm","SA",1906.243188,0.009694391,-14.52720886,0.290948284,157.08,0,"rhizomes",1.002
"t4","SA06",5,"coarse roots","2_5","coarse roots 5cm","SA06-coarse roots 5cm","SA",927.142693,0.006658098,-14.78048427,0.319483595,235.619,2,"coarse roots",0.388
"t4","SA06",5,"dead biomass","2_5","dead biomass 5cm","SA06-dead biomass 5cm","SA",181.5798289,0.009578986,-14.62390614,0.369012789,235.619,2,"dead biomass",15.012
"t4","SA06",5,"fine roots","2_5","fine roots 5cm","SA06-fine roots 5cm","SA",1099.379926,0.008025906,-14.32803631,0.330164721,235.619,2,"fine roots",0.35
"t4","SA06",5,"rhizomes","2_5","rhizomes 5cm","SA06-rhizomes 5cm","SA",569.9871103,0.005916398,-14.28413631,0.342470982,235.619,2,"rhizomes",1.1404
"t4","SA06",10,"coarse roots","5_10","coarse roots 10cm","SA06-coarse roots 10cm","SA",1112.543291,0.006572179,-14.59780368,0.321792193,392.699,5,"coarse roots",0.062
"t4","SA06",10,"dead biomass","5_10","dead biomass 10cm","SA06-dead biomass 10cm","SA",96.88059908,0.007138556,-14.26930692,0.353295279,392.699,5,"dead biomass",23.286
"t4","SA06",10,"fine roots","5_10","fine roots 10cm","SA06-fine roots 10cm","SA",1602.998275,0.008427647,-14.11826017,0.311296582,392.699,5,"fine roots",0.086
"t4","SA06",15,"coarse roots","10_15","coarse roots 15cm","SA06-coarse roots 15cm","SA",30.14212502,0.007343674,-13.80237327,0.344417478,392.699,10,"coarse roots",0.014
"t4","SA06",15,"dead biomass","10_15","dead biomass 15cm","SA06-dead biomass 15cm","SA",22.7298914,0.008793227,-13.42121842,0.370487576,392.699,10,"dead biomass",19.846
"t4","SA06",15,"fine roots","10_15","fine roots 15cm","SA06-fine roots 15cm","SA",364.1578883,0.005948242,-14.0304397,0.366067125,392.699,10,"fine roots",0.048
"t4","SA06",15,"rhizomes","10_15","rhizomes 15cm","SA06-rhizomes 15cm","SA",122.7196432,0.005188719,-14.85132138,0.328024044,392.699,10,"rhizomes",0.036
"t4","SA06",20,"coarse roots","15_20","coarse roots 20cm","SA06-coarse roots 20cm","SA",15.97986323,0.006762723,-14.06223279,0.328505355,392.699,15,"coarse roots",0.026
"t4","SA06",20,"dead biomass","15_20","dead biomass 20cm","SA06-dead biomass 20cm","SA",10.70624497,0.010487532,-13.23207638,0.371845688,392.699,15,"dead biomass",26.708
"t4","SA06",20,"fine roots","15_20","fine roots 20cm","SA06-fine roots 20cm","SA",106.490899,0.005939926,-12.58870353,0.368963465,392.699,15,"fine roots",0.034
"t4","SA06",30,"dead biomass","20_30","dead biomass 30cm","SA06-dead biomass 30cm","SA",4.415552661,0.012150564,-12.65483706,0.38545294,785.398,20,"dead biomass",28.604
"t4","SA06",30,"fine roots","20_30","fine roots 30cm","SA06-fine roots 30cm","SA",12.02872805,0.007414616,-12.42189796,0.347911715,785.398,20,"fine roots",0.012
"t4","SA06",10,"rhizomes","5_10","rhizomes 10cm","SA06-rhizomes 10cm","SA",361.5980011,0.005077334,-14.53783292,0.318874838,392.699,5,"rhizomes",0.6
"t2","SA07",NA,"dead leaf","above","dead leaf","SA07-dead leaf","SA",327.4451915,0.007510344,-15.17434036,0.325044072,NA,NA,"dead leaf",0.4788
"t2","SA07",NA,"decomp layer","above","decomp layer","SA07-decomp layer","SA",101.608608,0.008520455,-15.28055238,0.208764998,NA,NA,"decomp layer",1.0926
